Persona,Age,Gender,Nationality,Emirate,Income,Shopping_Frequency,Shopping_Channel,Avg_Spend_Bucket,Recent_Luxury_Purchase,Luxury_View,Social_Perception,Motivation,Trade_Off,Discount_Sensitivity,Scenario_Behavior,Categories,Ethnic_Preference,Color_Preference,Kitchenware_Type,Bundle_Preference,Discovery_Channel,Influencer_Impact,Risk_Concern,Max_Spend,Interest_Level,Will_Buy
Budget Buyer,21-30,Male,Arab,Dubai,<5K,Rarely,Online,>15000,No,Not important,High,Status,Brand,40%+,Niche Brand,Ethnic Wear,Abaya,Pastel,Non-stick,No,Influencers,Low,None,1919,Not Interested,No
Value Expat,21-30,Male,Emirati,Abu Dhabi,10K-25K,Weekly,Mixed,>15000,No,Occasional,Medium,Social Media,Brand,20-40%,Niche Brand,Kitchenware,Fusion,Bold,Non-stick,Maybe,Friends,None,Social,4758,Not Interested,Yes
Budget Buyer,51+,Female,South Asian,Dubai,<5K,Occasional,Online,500-1500,Yes,Not important,High,Quality,Design,40%+,Niche Brand,Accessories,NA,Neutral,Steel,Yes,Instagram,Medium,None,205,Neutral,No
Budget Buyer,41-50,Male,Western,Sharjah,<5K,Occasional,Boutique,5000-15000,No,Not important,Low,Design,Design,40%+,Not Buy,Accessories,NA,Neutral,Designer,Yes,Friends,High,Social,2631,Interested,No
Affluent Expat,21-30,Female,Other,Other,25K-50K,Occasional,Boutique,5000-15000,Yes,Reward,Medium,Price,Brand,20-40%,Niche Brand,Home Decor,NA,Bold,Steel,Maybe,YouTube,Medium,Social,7895,Neutral,Yes
Budget Buyer,51+,Female,Arab,Sharjah,<5K,Occasional,Mall,>15000,No,Not important,Low,Quality,Design,40%+,Niche Brand,Ethnic Wear,Abaya,Bold,NA,Maybe,Mall,Medium,Social,2448,Interested,No
Value Expat,21-30,Male,Arab,Other,10K-25K,Weekly,Boutique,500-1500,No,Occasional,Medium,Status,Brand,40%+,Niche Brand,Home Decor,Saree,Dark,Cast Iron,Maybe,YouTube,Medium,Social,1452,Neutral,No
Budget Buyer,41-50,Male,Arab,Dubai,<5K,Weekly,Boutique,>15000,No,Not important,Medium,Design,Design,40%+,Luxury Brand,Home Decor,Saree,Dark,Cast Iron,Yes,YouTube,Medium,Social,1624,Very Interested,No
Budget Buyer,Under21,Female,Emirati,Sharjah,<5K,Weekly,Online,500-1500,No,Not important,Low,Social Media,Brand,40%+,Not Buy,Luxury Fashion,NA,Neutral,NA,Maybe,Instagram,Medium,Trust,2323,Very Interested,No
Affluent Expat,31-40,Female,South Asian,Abu Dhabi,25K-50K,Occasional,Boutique,1500-5000,No,Reward,Medium,Social Media,Brand,10-20%,Wait Discount,Luxury Fashion,NA,Neutral,Steel,Yes,TikTok,Medium,Social,15662,Neutral,Yes
Luxury Emirati,21-30,Female,Emirati,Other,>50K,Occasional,Boutique,500-1500,Yes,Necessity,High,Price,Brand,No discount needed,Niche Brand,Ethnic Wear,Saree,Pastel,Cast Iron,Maybe,Influencers,Low,Price,16378,Not Interested,Yes
Affluent Expat,41-50,Male,Other,Abu Dhabi,25K-50K,Rarely,Mixed,5000-15000,Yes,Reward,Low,Price,Brand,10-20%,Niche Brand,Ethnic Wear,Fusion,Bold,Designer,Yes,Friends,High,Social,3016,Neutral,Yes
Affluent Expat,21-30,Male,Other,Sharjah,25K-50K,Occasional,Mixed,>15000,Yes,Reward,Medium,Price,Design,20-40%,Niche Brand,Ethnic Wear,Abaya,Neutral,Designer,No,Friends,Low,Trust,15205,Very Interested,Yes
Budget Buyer,51+,Female,Arab,Other,<5K,Occasional,Mixed,<500,No,Not important,Low,Price,Brand,40%+,Wait Discount,Luxury Fashion,NA,Bold,Designer,No,TikTok,High,Price,1029,Neutral,No
Budget Buyer,31-40,Male,South Asian,Other,<5K,Weekly,Mixed,500-1500,Yes,Not important,High,Quality,Brand,40%+,Wait Discount,Home Decor,Fusion,Neutral,Cast Iron,Yes,Friends,High,Social,2885,Neutral,No
Luxury Emirati,31-40,Female,South Asian,Abu Dhabi,>50K,Monthly,Mixed,<500,Yes,Necessity,Medium,Social Media,Brand,No discount needed,Wait Discount,Luxury Fashion,Fusion,Pastel,NA,Maybe,TikTok,Low,Trust,30337,Not Interested,Yes
Value Expat,41-50,Male,South Asian,Sharjah,10K-25K,Monthly,Mall,5000-15000,Yes,Occasional,Medium,Design,Design,40%+,Niche Brand,Accessories,Fusion,Bold,Cast Iron,Maybe,TikTok,Low,Quality,5042,Interested,Yes
Affluent Expat,41-50,Female,Arab,Dubai,25K-50K,Rarely,Online,500-1500,Yes,Reward,High,Social Media,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,NA,No,Instagram,None,Trust,17209,Neutral,Yes
Affluent Expat,21-30,Female,Emirati,Other,25K-50K,Monthly,Online,500-1500,Yes,Reward,Medium,Price,Brand,20-40%,Not Buy,Ethnic Wear,Abaya,Pastel,Designer,No,YouTube,Medium,Quality,13401,Interested,Yes
Luxury Emirati,41-50,Male,Arab,Other,>50K,Weekly,Boutique,>15000,Yes,Necessity,Medium,Social Media,Design,No discount needed,Not Buy,Ethnic Wear,NA,Neutral,Designer,No,Influencers,None,None,49486,Not Interested,Yes
Affluent Expat,Under21,Female,Emirati,Dubai,10K-25K,Rarely,Mixed,500-1500,Yes,Reward,Low,Social Media,Brand,20-40%,Not Buy,Accessories,Abaya,Dark,NA,Maybe,Influencers,Low,Price,13878,Not Interested,No
Budget Buyer,51+,Male,Other,Sharjah,<5K,Monthly,Mixed,5000-15000,No,Not important,Medium,Price,Design,40%+,Luxury Brand,Kitchenware,Fusion,Dark,Cast Iron,No,YouTube,High,None,1560,Neutral,No
Affluent Expat,51+,Male,Arab,Sharjah,25K-50K,Weekly,Online,>15000,Yes,Reward,High,Quality,Brand,20-40%,Luxury Brand,Home Decor,Fusion,Bold,Non-stick,Maybe,YouTube,Low,Social,15370,Very Interested,Yes
Value Expat,31-40,Male,South Asian,Dubai,10K-25K,Occasional,Online,<500,Yes,Occasional,Medium,Social Media,Design,20-40%,Wait Discount,Luxury Fashion,Fusion,Dark,Cast Iron,Yes,YouTube,None,Price,3575,Not Interested,No
Value Expat,31-40,Female,Western,Dubai,5K-10K,Occasional,Online,>15000,Yes,Occasional,Medium,Price,Design,20-40%,Wait Discount,Kitchenware,Abaya,Neutral,Cast Iron,Maybe,Mall,None,Trust,4144,Interested,No
Affluent Expat,Under21,Female,Western,Other,25K-50K,Occasional,Boutique,5000-15000,Yes,Reward,Low,Design,Design,10-20%,Niche Brand,Accessories,Fusion,Neutral,Steel,Maybe,YouTube,None,Price,15182,Interested,Yes
Budget Buyer,21-30,Female,Emirati,Sharjah,<5K,Rarely,Mixed,1500-5000,Yes,Not important,Low,Design,Brand,40%+,Luxury Brand,Home Decor,Abaya,Dark,Steel,No,Influencers,None,Social,1592,Neutral,No
Budget Buyer,51+,Female,Other,Other,<5K,Rarely,Online,>15000,No,Not important,Medium,Status,Design,40%+,Niche Brand,Home Decor,Fusion,Dark,Non-stick,Maybe,Influencers,Medium,Social,1852,Not Interested,No
Affluent Expat,41-50,Male,Emirati,Abu Dhabi,10K-25K,Weekly,Mall,>15000,Yes,Reward,Medium,Design,Design,10-20%,Not Buy,Luxury Fashion,Fusion,Dark,Designer,Yes,Friends,Low,Quality,10382,Neutral,Yes
Value Expat,41-50,Female,Emirati,Abu Dhabi,10K-25K,Occasional,Mall,<500,No,Occasional,High,Quality,Design,20-40%,Luxury Brand,Kitchenware,Saree,Neutral,Cast Iron,Yes,Instagram,None,None,1506,Not Interested,No
Affluent Expat,21-30,Male,Other,Sharjah,25K-50K,Rarely,Online,1500-5000,Yes,Reward,Low,Design,Brand,20-40%,Not Buy,Luxury Fashion,Saree,Dark,Designer,Yes,YouTube,Low,Social,11693,Neutral,Yes
Affluent Expat,21-30,Female,Emirati,Other,25K-50K,Monthly,Mall,1500-5000,No,Reward,Medium,Price,Design,10-20%,Niche Brand,Kitchenware,Fusion,Pastel,NA,Yes,TikTok,Medium,Trust,16840,Very Interested,No
Luxury Emirati,31-40,Male,South Asian,Sharjah,>50K,Monthly,Online,<500,No,Necessity,Medium,Social Media,Design,No discount needed,Niche Brand,Accessories,Fusion,Bold,NA,Maybe,Friends,High,Social,15211,Interested,Yes
Value Expat,41-50,Female,South Asian,Sharjah,10K-25K,Occasional,Boutique,500-1500,Yes,Occasional,High,Quality,Brand,40%+,Not Buy,Accessories,Fusion,Neutral,Cast Iron,Maybe,TikTok,None,Quality,5865,Interested,Yes
Value Expat,21-30,Male,Emirati,Dubai,5K-10K,Occasional,Boutique,5000-15000,Yes,Occasional,Low,Status,Brand,40%+,Niche Brand,Kitchenware,Saree,Dark,NA,Maybe,Friends,Medium,None,7165,Not Interested,No
Luxury Emirati,21-30,Male,Other,Sharjah,25K-50K,Occasional,Boutique,1500-5000,No,Necessity,High,Design,Design,No discount needed,Not Buy,Kitchenware,Abaya,Pastel,Cast Iron,Maybe,TikTok,None,Price,20070,Neutral,Yes
Affluent Expat,51+,Male,Emirati,Other,25K-50K,Monthly,Online,>15000,Yes,Reward,Low,Quality,Brand,20-40%,Niche Brand,Luxury Fashion,Abaya,Dark,Non-stick,No,YouTube,None,Quality,19940,Very Interested,Yes
Budget Buyer,41-50,Male,Emirati,Other,<5K,Monthly,Mall,<500,Yes,Not important,Low,Design,Design,40%+,Wait Discount,Kitchenware,Fusion,Bold,Steel,No,Friends,Low,Price,505,Interested,No
Affluent Expat,31-40,Female,Emirati,Other,25K-50K,Rarely,Mixed,5000-15000,Yes,Reward,Medium,Status,Design,20-40%,Not Buy,Accessories,Saree,Dark,NA,Yes,Friends,High,Price,8560,Interested,Yes
Luxury Emirati,21-30,Female,Other,Abu Dhabi,>50K,Occasional,Boutique,5000-15000,Yes,Necessity,Medium,Status,Brand,No discount needed,Wait Discount,Accessories,Fusion,Pastel,NA,No,Influencers,Medium,None,27281,Not Interested,Yes
Value Expat,31-40,Female,Arab,Sharjah,10K-25K,Rarely,Mixed,5000-15000,Yes,Occasional,Low,Price,Brand,20-40%,Not Buy,Kitchenware,Saree,Bold,NA,No,YouTube,Medium,Social,5800,Not Interested,No
Budget Buyer,51+,Female,Arab,Abu Dhabi,<5K,Monthly,Mixed,5000-15000,No,Not important,High,Price,Brand,40%+,Wait Discount,Kitchenware,Saree,Dark,NA,Yes,Instagram,High,Social,2839,Not Interested,No
Affluent Expat,51+,Male,South Asian,Sharjah,10K-25K,Occasional,Online,>15000,Yes,Reward,Low,Design,Brand,10-20%,Not Buy,Ethnic Wear,NA,Pastel,Cast Iron,No,TikTok,None,Price,19234,Neutral,Yes
Value Expat,51+,Female,Other,Dubai,10K-25K,Weekly,Boutique,5000-15000,Yes,Occasional,High,Price,Brand,20-40%,Not Buy,Luxury Fashion,Saree,Bold,Steel,No,Instagram,Medium,Social,5744,Very Interested,No
Value Expat,21-30,Female,Western,Sharjah,10K-25K,Weekly,Boutique,<500,Yes,Occasional,Medium,Status,Design,20-40%,Luxury Brand,Kitchenware,Fusion,Neutral,Non-stick,Yes,Friends,High,Price,1901,Interested,Yes
Affluent Expat,31-40,Male,Western,Dubai,25K-50K,Rarely,Mall,1500-5000,Yes,Reward,Medium,Design,Brand,20-40%,Niche Brand,Home Decor,NA,Pastel,Steel,No,Instagram,High,None,15632,Interested,Yes
Value Expat,21-30,Female,Emirati,Other,10K-25K,Monthly,Mixed,5000-15000,Yes,Occasional,Low,Price,Brand,20-40%,Not Buy,Luxury Fashion,Abaya,Bold,Steel,Yes,YouTube,High,Price,6983,Very Interested,Yes
Affluent Expat,21-30,Male,Other,Other,25K-50K,Monthly,Online,500-1500,Yes,Reward,High,Design,Design,10-20%,Wait Discount,Luxury Fashion,Saree,Bold,Cast Iron,Maybe,Friends,High,Trust,3787,Very Interested,Yes
Value Expat,41-50,Female,Emirati,Other,10K-25K,Occasional,Mall,5000-15000,Yes,Occasional,Low,Social Media,Brand,40%+,Luxury Brand,Ethnic Wear,Fusion,Bold,Non-stick,Maybe,TikTok,None,Price,5748,Neutral,Yes
Value Expat,41-50,Female,Western,Abu Dhabi,10K-25K,Occasional,Mall,1500-5000,Yes,Occasional,High,Design,Design,20-40%,Wait Discount,Home Decor,Fusion,Neutral,Non-stick,Maybe,Instagram,None,Social,7808,Neutral,Yes
Value Expat,31-40,Male,Emirati,Other,10K-25K,Occasional,Mall,1500-5000,Yes,Occasional,Low,Quality,Brand,40%+,Wait Discount,Kitchenware,Abaya,Pastel,Cast Iron,No,TikTok,None,Quality,6586,Interested,No
Luxury Emirati,51+,Female,Emirati,Sharjah,>50K,Weekly,Mall,1500-5000,Yes,Necessity,Low,Quality,Design,No discount needed,Wait Discount,Accessories,Saree,Bold,Cast Iron,No,Friends,Medium,Social,14358,Not Interested,Yes
Budget Buyer,41-50,Female,Western,Sharjah,<5K,Weekly,Online,<500,No,Not important,Medium,Price,Brand,40%+,Wait Discount,Accessories,Saree,Bold,Cast Iron,Yes,YouTube,None,Price,2426,Neutral,No
Affluent Expat,21-30,Male,Arab,Dubai,25K-50K,Weekly,Boutique,<500,Yes,Reward,High,Design,Design,20-40%,Wait Discount,Accessories,NA,Neutral,NA,Yes,Instagram,None,Price,7938,Neutral,Yes
Affluent Expat,31-40,Male,South Asian,Other,25K-50K,Occasional,Mixed,1500-5000,Yes,Reward,High,Status,Design,20-40%,Not Buy,Kitchenware,NA,Dark,Designer,Yes,Friends,High,Trust,18861,Interested,Yes
Luxury Emirati,Under21,Male,South Asian,Abu Dhabi,>50K,Monthly,Boutique,>15000,Yes,Necessity,High,Status,Design,No discount needed,Niche Brand,Accessories,Saree,Neutral,Non-stick,Yes,Influencers,High,None,34957,Not Interested,Yes
Value Expat,21-30,Female,Emirati,Sharjah,10K-25K,Weekly,Mixed,500-1500,Yes,Occasional,High,Quality,Design,40%+,Niche Brand,Luxury Fashion,Fusion,Bold,NA,Yes,Mall,None,Social,5852,Very Interested,Yes
Value Expat,21-30,Male,Western,Other,10K-25K,Monthly,Mixed,500-1500,Yes,Occasional,Medium,Design,Design,20-40%,Luxury Brand,Ethnic Wear,Fusion,Bold,Non-stick,Yes,Mall,None,None,2736,Interested,No
Luxury Emirati,Under21,Female,South Asian,Dubai,>50K,Occasional,Mixed,5000-15000,No,Necessity,Medium,Quality,Design,No discount needed,Not Buy,Luxury Fashion,Abaya,Dark,Steel,No,Friends,High,None,42335,Neutral,Yes
Value Expat,31-40,Female,South Asian,Abu Dhabi,5K-10K,Monthly,Mixed,1500-5000,No,Occasional,Medium,Quality,Brand,20-40%,Not Buy,Ethnic Wear,Abaya,Dark,Non-stick,No,YouTube,High,None,1425,Interested,No
Affluent Expat,31-40,Female,Western,Abu Dhabi,25K-50K,Rarely,Mixed,1500-5000,Yes,Reward,High,Status,Brand,10-20%,Not Buy,Accessories,Saree,Pastel,Non-stick,Maybe,Mall,Low,None,8882,Interested,Yes
Value Expat,21-30,Female,Emirati,Sharjah,5K-10K,Monthly,Mixed,500-1500,Yes,Occasional,High,Status,Brand,20-40%,Niche Brand,Accessories,NA,Pastel,Cast Iron,Yes,Mall,Medium,Social,3173,Interested,No
Luxury Emirati,51+,Male,Other,Dubai,>50K,Occasional,Online,1500-5000,No,Necessity,Low,Social Media,Design,No discount needed,Not Buy,Ethnic Wear,NA,Dark,Non-stick,No,YouTube,High,Quality,37491,Neutral,Yes
Value Expat,21-30,Female,Other,Other,5K-10K,Monthly,Mall,1500-5000,No,Occasional,Medium,Social Media,Brand,20-40%,Luxury Brand,Home Decor,Saree,Neutral,Non-stick,Yes,Influencers,Low,None,5011,Interested,Yes
Affluent Expat,21-30,Male,Arab,Sharjah,25K-50K,Monthly,Online,5000-15000,Yes,Reward,Low,Status,Brand,10-20%,Luxury Brand,Ethnic Wear,Fusion,Neutral,Non-stick,Maybe,Influencers,Low,None,17380,Interested,Yes
Budget Buyer,31-40,Male,Other,Abu Dhabi,<5K,Weekly,Online,<500,No,Not important,Low,Quality,Design,40%+,Wait Discount,Ethnic Wear,Fusion,Pastel,Non-stick,Yes,Friends,Medium,Price,2326,Not Interested,No
Luxury Emirati,21-30,Female,Arab,Dubai,25K-50K,Monthly,Mixed,<500,Yes,Necessity,Low,Quality,Brand,No discount needed,Not Buy,Home Decor,NA,Dark,Non-stick,Maybe,Influencers,Low,Price,43398,Very Interested,Yes
Affluent Expat,41-50,Female,Other,Sharjah,25K-50K,Weekly,Boutique,5000-15000,Yes,Reward,Low,Quality,Brand,20-40%,Wait Discount,Ethnic Wear,Abaya,Bold,Cast Iron,Yes,Influencers,High,None,13426,Not Interested,Yes
Luxury Emirati,Under21,Male,Other,Dubai,>50K,Monthly,Mixed,<500,Yes,Necessity,High,Price,Brand,No discount needed,Luxury Brand,Kitchenware,Saree,Dark,Steel,Maybe,Friends,High,Trust,23479,Neutral,Yes
Budget Buyer,21-30,Male,Emirati,Abu Dhabi,<5K,Monthly,Mixed,5000-15000,No,Not important,Medium,Status,Brand,40%+,Niche Brand,Luxury Fashion,Abaya,Pastel,Designer,No,YouTube,None,Social,1124,Not Interested,No
Budget Buyer,51+,Male,Western,Sharjah,<5K,Rarely,Online,1500-5000,Yes,Not important,Medium,Status,Design,40%+,Niche Brand,Home Decor,Abaya,Neutral,NA,Maybe,TikTok,High,Trust,2512,Neutral,No
Affluent Expat,31-40,Male,Emirati,Sharjah,25K-50K,Monthly,Boutique,5000-15000,No,Reward,Medium,Price,Design,10-20%,Not Buy,Kitchenware,Saree,Neutral,Non-stick,Yes,Instagram,Medium,Trust,17923,Not Interested,Yes
Value Expat,Under21,Female,Western,Abu Dhabi,5K-10K,Monthly,Mall,<500,No,Occasional,High,Price,Brand,40%+,Wait Discount,Home Decor,NA,Bold,Steel,Maybe,TikTok,Medium,Price,5955,Interested,No
Budget Buyer,41-50,Female,Arab,Dubai,<5K,Weekly,Mall,500-1500,No,Not important,High,Price,Design,40%+,Not Buy,Ethnic Wear,Saree,Bold,NA,Maybe,Instagram,Medium,Price,1784,Interested,No
Value Expat,41-50,Female,South Asian,Other,10K-25K,Rarely,Mall,1500-5000,Yes,Occasional,High,Social Media,Design,40%+,Not Buy,Ethnic Wear,NA,Dark,Cast Iron,No,Influencers,High,Social,6818,Not Interested,No
Value Expat,31-40,Male,Western,Dubai,10K-25K,Occasional,Boutique,1500-5000,Yes,Occasional,Low,Social Media,Brand,40%+,Luxury Brand,Accessories,Abaya,Neutral,Non-stick,No,Friends,None,None,2797,Very Interested,No
Affluent Expat,31-40,Male,South Asian,Other,25K-50K,Monthly,Mixed,500-1500,Yes,Reward,Medium,Status,Brand,20-40%,Wait Discount,Accessories,Abaya,Dark,Designer,No,Friends,Medium,Trust,11007,Very Interested,Yes
Luxury Emirati,21-30,Male,Western,Abu Dhabi,>50K,Rarely,Online,500-1500,Yes,Necessity,High,Design,Brand,No discount needed,Wait Discount,Luxury Fashion,Fusion,Dark,Non-stick,No,TikTok,Low,Price,11203,Very Interested,Yes
Budget Buyer,21-30,Male,Arab,Other,<5K,Rarely,Mixed,>15000,No,Not important,High,Quality,Brand,40%+,Niche Brand,Kitchenware,NA,Neutral,Designer,Maybe,Instagram,High,Trust,939,Interested,No
Budget Buyer,51+,Female,Arab,Abu Dhabi,<5K,Occasional,Mall,500-1500,Yes,Not important,Low,Quality,Design,40%+,Not Buy,Accessories,Saree,Dark,NA,No,Friends,High,Quality,1517,Neutral,No
Value Expat,41-50,Female,South Asian,Sharjah,5K-10K,Monthly,Mall,<500,No,Occasional,Medium,Quality,Brand,20-40%,Wait Discount,Ethnic Wear,Abaya,Dark,NA,Maybe,Instagram,High,Trust,3779,Interested,Yes
Affluent Expat,51+,Female,Arab,Dubai,25K-50K,Monthly,Boutique,5000-15000,No,Reward,Medium,Quality,Design,20-40%,Not Buy,Luxury Fashion,Fusion,Bold,Non-stick,No,YouTube,Medium,None,7497,Interested,Yes
Affluent Expat,Under21,Female,South Asian,Dubai,25K-50K,Weekly,Mixed,500-1500,No,Reward,High,Quality,Design,10-20%,Niche Brand,Kitchenware,Fusion,Bold,Cast Iron,No,YouTube,Medium,Trust,12494,Neutral,Yes
Value Expat,51+,Male,Arab,Abu Dhabi,10K-25K,Occasional,Online,500-1500,No,Occasional,Low,Price,Brand,40%+,Not Buy,Kitchenware,Abaya,Bold,Cast Iron,No,Mall,High,Quality,4018,Very Interested,No
Budget Buyer,21-30,Male,South Asian,Other,<5K,Occasional,Boutique,5000-15000,No,Not important,Low,Price,Brand,40%+,Niche Brand,Luxury Fashion,NA,Pastel,Designer,No,Friends,High,None,2613,Very Interested,No
Budget Buyer,51+,Male,Emirati,Sharjah,<5K,Occasional,Mixed,>15000,Yes,Not important,Medium,Social Media,Brand,40%+,Not Buy,Kitchenware,Saree,Bold,Designer,No,Friends,None,Quality,2743,Not Interested,No
Value Expat,41-50,Female,Western,Dubai,10K-25K,Monthly,Mall,500-1500,No,Occasional,Medium,Social Media,Design,40%+,Niche Brand,Accessories,Saree,Neutral,Designer,Yes,Instagram,Low,Quality,4908,Not Interested,No
Value Expat,51+,Male,Western,Abu Dhabi,5K-10K,Occasional,Mall,5000-15000,No,Occasional,Low,Quality,Design,40%+,Not Buy,Home Decor,Abaya,Pastel,Designer,No,Mall,High,Social,7450,Very Interested,Yes
Luxury Emirati,31-40,Male,Emirati,Sharjah,25K-50K,Monthly,Online,5000-15000,Yes,Necessity,Low,Social Media,Design,No discount needed,Wait Discount,Home Decor,Saree,Dark,Designer,Yes,TikTok,Medium,Quality,45521,Neutral,Yes
Luxury Emirati,31-40,Male,Western,Abu Dhabi,>50K,Monthly,Mall,500-1500,Yes,Necessity,Medium,Price,Brand,No discount needed,Wait Discount,Luxury Fashion,NA,Pastel,Steel,Yes,Influencers,Low,Social,26799,Neutral,Yes
Budget Buyer,41-50,Female,Emirati,Sharjah,<5K,Weekly,Boutique,1500-5000,No,Not important,Medium,Price,Design,40%+,Not Buy,Accessories,Saree,Bold,Steel,Yes,TikTok,Low,Price,888,Very Interested,No
Value Expat,41-50,Male,South Asian,Sharjah,10K-25K,Monthly,Online,5000-15000,Yes,Occasional,High,Social Media,Brand,40%+,Luxury Brand,Ethnic Wear,Abaya,Bold,Cast Iron,No,Friends,Medium,Price,6588,Not Interested,No
Luxury Emirati,51+,Female,Emirati,Other,>50K,Weekly,Mixed,1500-5000,No,Necessity,High,Quality,Design,No discount needed,Niche Brand,Luxury Fashion,Abaya,Pastel,NA,No,TikTok,Medium,Social,48978,Not Interested,Yes
Luxury Emirati,Under21,Female,Emirati,Sharjah,>50K,Monthly,Online,>15000,Yes,Necessity,High,Social Media,Design,No discount needed,Luxury Brand,Home Decor,Abaya,Dark,Cast Iron,Maybe,YouTube,None,Trust,31956,Very Interested,Yes
Value Expat,31-40,Male,Arab,Abu Dhabi,10K-25K,Rarely,Mall,<500,No,Occasional,Medium,Design,Brand,20-40%,Not Buy,Home Decor,NA,Neutral,Non-stick,Yes,Friends,Medium,Quality,6111,Very Interested,No
Luxury Emirati,Under21,Male,Western,Abu Dhabi,25K-50K,Weekly,Boutique,<500,Yes,Necessity,High,Social Media,Design,No discount needed,Luxury Brand,Home Decor,NA,Dark,NA,No,Friends,None,Social,16032,Very Interested,Yes
Luxury Emirati,Under21,Male,Other,Abu Dhabi,>50K,Occasional,Boutique,500-1500,No,Necessity,High,Status,Brand,No discount needed,Wait Discount,Ethnic Wear,Fusion,Neutral,Designer,Maybe,Instagram,High,Trust,23958,Very Interested,Yes
Value Expat,51+,Female,Emirati,Dubai,5K-10K,Monthly,Mixed,5000-15000,Yes,Occasional,High,Price,Brand,20-40%,Not Buy,Kitchenware,Saree,Neutral,Non-stick,Maybe,Mall,Medium,Quality,2104,Interested,Yes
Value Expat,41-50,Male,Arab,Other,5K-10K,Rarely,Online,1500-5000,Yes,Occasional,Low,Social Media,Design,20-40%,Not Buy,Luxury Fashion,Abaya,Bold,NA,Yes,TikTok,Low,Social,4682,Neutral,Yes
Value Expat,31-40,Female,South Asian,Sharjah,10K-25K,Occasional,Online,>15000,Yes,Occasional,Medium,Quality,Brand,40%+,Not Buy,Ethnic Wear,NA,Neutral,Cast Iron,Maybe,Instagram,Low,Quality,5198,Interested,No
Affluent Expat,41-50,Female,Arab,Sharjah,25K-50K,Rarely,Mixed,<500,No,Reward,Medium,Design,Design,10-20%,Niche Brand,Home Decor,Abaya,Neutral,Designer,Maybe,Instagram,High,Quality,16490,Neutral,Yes
Value Expat,41-50,Female,South Asian,Abu Dhabi,10K-25K,Monthly,Boutique,5000-15000,No,Occasional,Low,Status,Brand,40%+,Wait Discount,Home Decor,Fusion,Pastel,Steel,No,TikTok,Medium,None,7276,Interested,Yes
Affluent Expat,21-30,Male,South Asian,Other,25K-50K,Occasional,Boutique,500-1500,Yes,Reward,High,Price,Brand,20-40%,Not Buy,Luxury Fashion,Fusion,Bold,Steel,No,Instagram,None,Social,11609,Very Interested,Yes
Affluent Expat,41-50,Female,Western,Sharjah,10K-25K,Occasional,Mixed,<500,Yes,Reward,Medium,Design,Brand,10-20%,Not Buy,Home Decor,Abaya,Dark,NA,No,Influencers,High,Social,16004,Interested,Yes
Value Expat,Under21,Female,Emirati,Dubai,5K-10K,Rarely,Mall,5000-15000,Yes,Occasional,Low,Quality,Design,20-40%,Wait Discount,Accessories,Fusion,Pastel,Cast Iron,No,Mall,None,None,2767,Not Interested,Yes
Value Expat,51+,Female,Other,Other,5K-10K,Monthly,Online,<500,No,Occasional,High,Design,Brand,20-40%,Not Buy,Kitchenware,Saree,Pastel,NA,No,TikTok,None,Trust,2036,Neutral,Yes
Budget Buyer,31-40,Male,Other,Abu Dhabi,<5K,Monthly,Online,5000-15000,No,Not important,Medium,Status,Design,40%+,Wait Discount,Luxury Fashion,Abaya,Pastel,NA,Maybe,YouTube,Medium,Trust,2790,Not Interested,No
